Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
S2I_T01_clean_2	S2I_T01_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3430302.0	0.0	15-151	37.0	61.967066687622776	82.23966636173725	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S2I_T02_clean_1	S2I_T02_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4323104.0	0.0	15-151	36.0	26.09015075316355	101.88051154910916	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S2I_T02_clean_2	S2I_T02_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4323104.0	0.0	15-151	36.0	45.763877194166895	82.66586739527895	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S2I_T03_clean_1	S2I_T03_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3866230.0	0.0	15-151	36.0	23.307688774915672	101.7471306673426	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
S2I_T03_clean_2	S2I_T03_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3866230.0	0.0	15-151	36.0	44.31813880128595	83.41844432431594	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S2I_T04_clean_1	S2I_T04_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3328360.0	0.0	15-151	36.0	33.088855496426376	97.08981630592845	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
S2I_T04_clean_2	S2I_T04_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3328360.0	0.0	15-151	36.0	45.26539662797472	84.99221268132052	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S2I_T05_clean_1	S2I_T05_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3543519.0	0.0	15-151	36.0	28.987136922671215	101.51597973652744	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S2I_T05_clean_2	S2I_T05_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3543519.0	0.0	15-151	36.0	49.2903971173928	81.57446086785481	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S2I_T10_clean_1	S2I_T10_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3200485.0	0.0	15-151	36.0	27.10019152090759	102.2357970745059	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S2I_T10_clean_2	S2I_T10_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3200485.0	0.0	15-151	36.0	44.78543847519679	86.34414752764035	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S2I_T15_clean_1	S2I_T15_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5534535.0	0.0	15-151	36.0	21.935634660495936	101.44696745074337	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S2I_T15_clean_2	S2I_T15_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5534535.0	0.0	15-151	36.0	42.23226779491732	82.92353738841655	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
S2I_T20_clean_1	S2I_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3423966.0	0.0	15-151	36.0	28.614285332221474	99.38941537386762	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S2I_T20_clean_2	S2I_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3423966.0	0.0	15-151	36.0	42.23517306130615	87.96292515755121	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S2M_T01_clean_1	S2M_T01_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2822176.0	0.0	15-151	37.0	80.65125179491136	70.15042222738766	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
S2M_T01_clean_2	S2M_T01_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2822176.0	0.0	15-151	37.0	66.19192549733074	89.47886240971506	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S2M_T02_clean_1	S2M_T02_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3509418.0	0.0	15-151	36.0	42.09871544353372	100.7618847341639	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S2M_T02_clean_2	S2M_T02_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3509418.0	0.0	15-151	36.0	51.97312292001145	87.89402915241217	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
S2M_T03_clean_1	S2M_T03_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3695994.0	0.0	15-151	36.0	42.67411894501077	99.48635685014641	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S2M_T03_clean_2	S2M_T03_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3695994.0	0.0	15-151	36.0	51.10516785088512	86.64780381136983	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S2M_T04_clean_1	S2M_T04_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2706959.0	0.0	15-151	36.0	40.905427015124964	95.44153938053735	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
S2M_T04_clean_2	S2M_T04_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2706959.0	0.0	15-151	36.0	46.49168874898908	88.70964835448191	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S2M_T05_clean_1	S2M_T05_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3253418.0	0.0	15-151	36.0	50.29314463274608	95.89923674117497	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S2M_T05_clean_2	S2M_T05_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3253418.0	0.0	15-151	36.0	71.31807353049054	65.4534898374571	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
S2M_T10_clean_1	S2M_T10_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2670806.0	0.0	15-151	36.0	36.545679760091836	100.27617355959212	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S2M_T10_clean_2	S2M_T10_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2670806.0	0.0	15-151	36.0	44.50327367068932	91.90698238659041	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S2M_T15_clean_1	S2M_T15_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1606220.0	0.0	15-151	36.0	69.74975105709832	81.95960204704213	pass	pass	fail	pass	warn	pass	pass	warn	warn	pass	pass
S2M_T15_clean_2	S2M_T15_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1606220.0	0.0	15-151	36.0	93.27703867167254	34.36024952995231	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
S2M_T20_clean_1	S2M_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	527863.0	0.0	15-151	37.0	70.56688574916843	89.61281241534262	pass	pass	fail	pass	fail	pass	pass	warn	pass	pass	pass
S2M_T20_clean_2	S2M_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	527863.0	0.0	15-151	37.0	72.1227566181359	87.6242983501401	pass	pass	fail	pass	fail	pass	pass	warn	pass	pass	pass
S3I_T01_clean_1	S3I_T01_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3536907.0	0.0	15-151	37.0	70.66345313590948	86.22558975964027	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
S3I_T01_clean_2	S3I_T01_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3536907.0	0.0	15-151	37.0	67.35747160752567	87.93764071263395	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S3I_T02_clean_1	S3I_T02_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4707572.0	0.0	15-151	36.0	25.098813282634918	101.43615689786583	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S3I_T02_clean_2	S3I_T02_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4707572.0	0.0	15-151	36.0	39.60587279080705	88.27657378368296	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S3I_T03_clean_1	S3I_T03_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4180387.0	0.0	15-151	36.0	30.51467028303001	98.97664498526093	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
S3I_T03_clean_2	S3I_T03_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4180387.0	0.0	15-151	36.0	42.3156734436156	87.88755466898161	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S3I_T04_clean_1	S3I_T04_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3416848.0	0.0	15-151	36.0	50.467920423271	95.83838935767702	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S3I_T04_clean_2	S3I_T04_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3416848.0	0.0	15-151	36.0	51.6757042311698	89.72019767926463	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
S3I_T05_clean_1	S3I_T05_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3993939.0	0.0	15-151	36.0	26.878277576091	100.00921245917877	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S3I_T05_clean_2	S3I_T05_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3993939.0	0.0	15-151	36.0	44.621375306807415	83.52883106126558	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S3I_T10_clean_1	S3I_T10_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4130583.0	0.0	15-151	36.0	24.96062920771787	101.29608072274543	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S3I_T10_clean_2	S3I_T10_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4130583.0	0.0	15-151	36.0	38.99167994257495	89.53980636631681	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S3I_T15_clean_1	S3I_T15_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3015800.0	0.0	15-151	36.0	29.999240656558122	99.3395162146031	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S3I_T15_clean_2	S3I_T15_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3015800.0	0.0	15-151	36.0	41.88350327141636	89.44239637907023	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S3I_T20_clean_1	S3I_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4440099.0	0.0	15-151	36.0	27.20199402429323	99.58231989872299	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S3I_T20_clean_2	S3I_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4440099.0	0.0	15-151	36.0	40.28540988477695	87.69178502551406	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S3M_T01_clean_1	S3M_T01_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3446508.0	0.0	15-151	37.0	63.63363643827952	85.17262980384784	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S3M_T01_clean_2	S3M_T01_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3446508.0	0.0	15-151	37.0	61.78555877243463	85.48966606199666	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
S3M_T02_clean_1	S3M_T02_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4330867.0	0.0	15-151	36.0	41.97432165016088	101.44801953050047	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S3M_T02_clean_2	S3M_T02_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4330867.0	0.0	15-151	36.0	53.682174705178056	84.73443238963469	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
S3M_T03_clean_1	S3M_T03_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4094262.0	0.0	15-151	36.0	46.79957058526799	100.3204826657405	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S3M_T03_clean_2	S3M_T03_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4094262.0	0.0	15-151	36.0	57.06691659634253	83.52814377780416	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S3M_T04_clean_1	S3M_T04_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2909047.0	0.0	15-151	36.0	45.12957931501221	96.56456599016792	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
S3M_T04_clean_2	S3M_T04_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2909047.0	0.0	15-151	36.0	51.70999977952134	86.46836438187489	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
S3M_T05_clean_1	S3M_T05_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4306742.0	0.0	15-151	36.0	35.81227524586075	101.05599917524663	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S3M_T05_clean_2	S3M_T05_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4306742.0	0.0	15-151	36.0	49.885340710783076	83.26542128597441	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
S3M_T10_clean_1	S3M_T10_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4093010.0	0.0	15-151	36.0	37.37249691668168	101.35151587706846	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S3M_T10_clean_2	S3M_T10_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4093010.0	0.0	15-151	36.0	49.200954848841064	85.74743232975243	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
S3M_T15_clean_1	S3M_T15_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2839289.0	0.0	15-151	37.0	54.51056910169116	98.01655273556162	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
S3M_T15_clean_2	S3M_T15_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2839289.0	0.0	15-151	37.0	58.80483924286876	88.16294396237932	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S3M_T20_clean_1	S3M_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4024492.0	0.0	15-151	36.0	43.66727176867863	94.73142697264649	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
S3M_T20_clean_2	S3M_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4024492.0	0.0	15-151	36.0	51.61979084785797	82.49903515772922	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
