Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
S2M_T04_1	S2M_T04_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2921148.0	0.0	151.0	37.0	24.914862452901303	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2M_T04_2	S2M_T04_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2921148.0	0.0	151.0	37.0	26.184756372909852	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
S2M_T05_1	S2M_T05_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3726118.0	0.0	151.0	37.0	30.92935575363857	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2M_T05_2	S2M_T05_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3726118.0	0.0	151.0	37.0	38.42269799316856	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
S2M_T10_1	S2M_T10_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2867294.0	0.0	151.0	38.0	26.31802989764123	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2M_T10_2	S2M_T10_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2867294.0	0.0	151.0	37.0	27.204092746705165	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2M_T15_1	S2M_T15_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2633727.0	0.0	151.0	36.0	30.86032024233971	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
S2M_T15_2	S2M_T15_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2633727.0	0.0	151.0	37.0	59.41527177379553	151.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
S2M_T20_1	S2M_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	567979.0	0.0	151.0	41.0	47.95237968045165	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2M_T20_2	S2M_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	567979.0	0.0	151.0	40.0	47.97821805537809	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T01_1	S3I_T01_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3813541.0	0.0	151.0	38.0	40.22099769385495	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T01_2	S3I_T01_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3813541.0	0.0	151.0	37.0	41.04866083435097	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T02_1	S3I_T02_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5084085.0	0.0	151.0	37.0	17.171780599878502	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T02_2	S3I_T02_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5084085.0	0.0	151.0	37.0	19.556973475044032	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T03_1	S3I_T03_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4529609.0	0.0	151.0	37.0	18.084930275485625	151.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	fail
S3I_T03_2	S3I_T03_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4529609.0	0.0	151.0	37.0	20.59931132190785	151.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	fail
S3I_T04_1	S3I_T04_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3683040.0	0.0	151.0	37.0	31.731910933708125	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T04_2	S3I_T04_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3683040.0	0.0	151.0	37.0	32.64879214912687	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T05_1	S3I_T05_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4347104.0	0.0	151.0	37.0	15.17798955993204	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T05_2	S3I_T05_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4347104.0	0.0	151.0	37.0	18.29090601794374	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T10_1	S3I_T10_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4460766.0	0.0	151.0	37.0	15.797477501450919	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T10_2	S3I_T10_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4460766.0	0.0	151.0	37.0	17.712174996246873	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T15_1	S3I_T15_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3263667.0	0.0	151.0	38.0	17.881006150767263	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T15_2	S3I_T15_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3263667.0	0.0	151.0	37.0	18.90148538766994	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T20_1	S3I_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4817255.0	0.0	151.0	37.0	16.934113036630777	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3I_T20_2	S3I_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4817255.0	0.0	151.0	37.0	19.283024874471757	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T01_1	S3M_T01_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3717087.0	0.0	151.0	38.0	32.605692767034206	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T01_2	S3M_T01_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3717087.0	0.0	151.0	37.0	33.85640848073363	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T02_1	S3M_T02_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4697362.0	0.0	151.0	37.0	26.35323554817677	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T02_2	S3M_T02_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4697362.0	0.0	151.0	37.0	29.674860997032965	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T03_1	S3M_T03_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4482376.0	0.0	151.0	37.0	30.807547614343246	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T03_2	S3M_T03_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4482376.0	0.0	151.0	37.0	34.38804586141221	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T04_1	S3M_T04_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3147273.0	0.0	151.0	37.0	28.514656842102475	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T04_2	S3M_T04_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3147273.0	0.0	151.0	37.0	30.364143284319795	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T05_1	S3M_T05_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4686125.0	0.0	151.0	37.0	25.437390528908782	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T05_2	S3M_T05_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4686125.0	0.0	151.0	37.0	28.913349996177896	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T10_1	S3M_T10_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4430575.0	0.0	151.0	37.0	27.255148751881634	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T10_2	S3M_T10_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4430575.0	0.0	151.0	37.0	29.766615484663077	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T15_1	S3M_T15_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3061177.0	0.0	151.0	38.0	37.730461751020414	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T15_2	S3M_T15_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3061177.0	0.0	151.0	38.0	38.93086647770645	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T20_1	S3M_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4407666.0	0.0	151.0	37.0	27.43724166315898	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S3M_T20_2	S3M_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4407666.0	0.0	151.0	37.0	30.478415632003152	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
